Countries,World Rank,2019 Score,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Business Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Population (Millions),GDP Growth Rate (%),5 Year GDP Growth Rate (%),region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
Chile,18.0,75.4,56.3,62.3,77.3,81.0,76.6,88.8,85.0,70.0,0.6,35.0,25.0,20.4,25.2,18.4,1.5,2.2,Latin America & the Caribbean,7.845043748999999,6.420700344,5.764420497000001,6.67672153,8.797478827,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,8.333333332999999,9.043604053,10.0,10.0,10.0,10.0,,,10.0,9.666666667000001,7.916666667,9.194444444,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,7.333333333,6.75,10.0,10.0,10.0,9.154761905,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,5.0,8.265002031,40.0,6.705882353,7.891641773,10.0,7.0,7.0,7.0,7.899381032000001,6.382704822999999,4.788119457,7.124244061000001,7.5,7.5,5.109379145,9.066918247,8.189508915,5.367161414,0.9024390240000001,6.450117633,8.745285856,9.365169916000001,9.130226543,10.0,9.310170579,9.773333333,8.8,9.832,9.468444444,6.90564529,6.829598857000001,6.867622073,10.0,7.404635982,3.076923077,9.071302588,6.517620549,8.213421767,8.0,8.852,10.0,8.950666667,6.666666667,3.3202010719999997,8.462982257,10.0,2.517253846,0.0,5.161183974,4.128628547,8.222222222000001,9.816555949,5.655055578,8.439191829,6.738085998,7.1666233539999995,7.092824665,7.79,14.0,8.027501015,32.0,1.0
China,100.0,58.4,75.2,49.1,70.4,70.1,56.2,73.0,25.0,20.0,3.5,45.0,25.0,17.5,31.6,1390.1,6.9,7.1,East Asia,4.027728445,5.226549889,4.698245374,4.650841236000001,9.736583766,0.0,10.0,5.0,9.970099618999999,9.987893992,6.991598722000001,10.0,2.5,5.0,5.0,5.0,5.833333333,7.520505274,0.0,0.0,10.0,3.333333333,,,0.0,7.14,5.183333333,4.107777778,2.5,2.5,,,0.0,,,0.0,,,2.5,1.5,10.0,9.642653987000001,0.0,1.25,7.5,2.5,5.0,5.127521998,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,5.374699937999999,141.0,3.947058824,8.294277929,2.0,6.0,6.0,6.0,5.060334188,5.269586555,4.969095778,5.868727647,5.0,5.833333333,6.067809479,8.513846662,6.153484186,6.494319145,0.871794872,5.633083765,9.668458526,8.744705137999999,9.711488923,5.0,8.281163147000001,9.346666667000001,8.02,6.9508,8.105822222,5.493618349,6.6337351170000005,6.063676732999999,10.0,5.760544543,0.7692307690000001,0.553128207,2.36096784,6.632616699,2.0,9.404,10.0,7.134666667,8.9,5.758930781,6.421425772999999,10.0,2.517253846,0.0,5.599601732999999,5.247405608,3.777777778,9.067369102,5.398551767000001,6.921814304,7.096784445,6.251617167000001,6.328628522000001,6.39,113.0,5.882349969,133.0,4.0
Colombia,49.0,67.3,34.3,33.5,74.3,75.0,71.4,76.0,80.0,70.0,7.0,33.0,33.0,19.9,28.9,49.3,1.8,3.2,Latin America & the Caribbean,5.004526832,4.976449,3.414367897,4.465114576,0.0,0.0,9.073857072000001,2.5,7.580969962999999,8.743486684,5.579662744,10.0,10.0,10.0,10.0,10.0,10.0,5.193220915,10.0,10.0,5.0,8.333333332999999,,,10.0,8.944444444,8.1,9.014814815,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,3.7796370489999997,10.0,5.666666667,3.5,10.0,10.0,10.0,7.563757674,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6.905774455,85.0,5.038235294,7.840214037000001,10.0,7.0,2.0,4.5,6.844612333,3.21225645,3.178814113,5.182705161,3.333333333,3.333333333,2.217134643,9.040189726,3.985042572,2.9997910930000002,0.871794872,3.793774688,8.957453776,9.148102487000001,8.998993869,5.0,8.026137533,8.94,8.86,6.2836,8.027866667,5.212524074,3.630795969,4.421660021,9.53442623,5.864929501000001,1.5384615380000002,9.624430794,5.675940611000001,6.914973382,8.0,8.419,10.0,8.806333333,8.9,3.939117088,7.223544133,10.0,4.819637278,1.0,5.9803830829999995,2.692524679,7.777777778,9.63306772,3.20593405,9.716968896000001,7.320970974,6.724540683,7.170419033,6.55,103.0,6.727887227,86.0,3.0
Costa Rica,61.0,65.3,54.0,54.5,79.2,88.4,67.2,81.4,70.0,50.0,1.8,25.0,30.0,23.6,19.6,5,3.2,3.4,Latin America & the Caribbean,8.350072121,6.157652965,5.544187705,6.68397093,5.365913926,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.455304642,10.0,10.0,10.0,10.0,,,10.0,9.555555556,6.755555556,8.77037037,10.0,10.0,,,10.0,,,7.5,,,10.0,9.5,10.0,10.0,8.666666667000001,8.25,10.0,10.0,10.0,9.55952381,0.0,5.0,10.0,7.5,10.0,10.0,10.0,10.0,6.875,8.255308311,41.0,5.3911764710000005,8.50132522,10.0,9.0,4.0,6.5,7.598125423,6.962389601,4.298527453,6.008954561,10.0,5.0,3.523501568,8.523296281,5.790598392000001,5.369773557,0.871794872,5.76898009,9.410246699,9.786615516,9.840663004,10.0,9.759381305,8.886666667,8.88,6.2368,8.001155556,4.671540386,7.468645893,6.07009314,10.0,6.706077961,7.692307692000001,9.29255387,7.896979841,7.9920571339999995,5.0,6.127999999999999,9.0,6.709333332999999,2.233333333,5.37114554,5.901730832,8.0,5.658362671,10.0,6.194095396,2.6098647280000002,4.8888888889999995,9.184037394,4.393413623,8.991881709,8.307391703,6.395913008,6.4331139120000005,7.51,36.0,7.882654156,39.0,1.0
Croatia,86.0,61.4,42.9,38.6,66.4,33.4,60.7,86.0,75.0,60.0,2.0,40.0,18.0,37.9,47.1,4.1,2.8,1.5,Eastern Europe,6.878611151,5.263263135,5.382616665,5.841496984,9.650615106,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.883538369,10.0,10.0,10.0,10.0,,,7.5,9.4,8.105555556,8.335185185,10.0,10.0,,,7.5,,,7.5,,,10.0,9.0,10.0,10.0,7.0,5.5,10.0,10.0,7.5,8.571428571,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.521920214,36.0,4.438235294,4.297314868,8.0,4.0,0.0,2.0,4.68388754,3.5413699289999996,2.13799665,4.681171465,8.333333332999999,7.5,5.139086793,7.184691089,6.448412736,7.628286005,0.9487179490000001,5.693974997000001,7.628320518,9.591485047,9.907100199,10.0,9.281726441,9.906666667,8.98,7.0012,8.629288889,6.702661394,9.963313765,8.332987579,10.0,5.000770814,4.615384615,7.633169251,5.749774894,8.17801284,10.0,8.22,10.0,9.406666667,5.566666667000001,2.807257621,6.795276232000001,6.0,7.505751282,10.0,6.4458253,1.7066776780000001,5.555555556,9.615599969,3.792285905,8.833109831,7.690878747999999,6.199017948,7.350503305,7.04,73.0,7.780960107,43.0,2.0
Cyprus,44.0,68.1,48.1,43.7,74.9,55.2,76.9,86.0,75.0,60.0,2.0,35.0,12.5,33.6,38.7,0.9,3.9,0.3,Eastern Europe,,,,6.858831212999999,9.483197457000001,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.661065819,10.0,10.0,10.0,10.0,,,7.5,8.666666667000001,6.294444444,7.487037037,10.0,10.0,,,7.5,,,7.5,,,7.5,8.5,10.0,10.0,8.333333332999999,7.5,10.0,10.0,10.0,9.404761905,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.669154152,32.0,6.3382352939999995,6.235337445,10.0,7.0,6.0,6.5,7.268393185,6.100780952999999,3.776272009,5.443843233,8.333333332999999,8.333333332999999,4.003515462,6.411309995,5.755208333,7.20717173,0.897435897,5.836172166,9.747104112999999,9.417311242,9.580600462,10.0,9.686253954,9.100559738,8.98,7.0012,8.360586579,6.183166585,9.310653997000001,7.746910291,10.0,5.648882978,6.923076922999999,7.743794892,6.771918264,8.219853784,10.0,8.366,10.0,9.455333332999999,5.566666667000001,4.486454663,6.232092805,10.0,10.0,0.0,6.047535689,4.945387325,8.444444444,9.679746327,4.237094957,4.998009226000001,8.576415539,6.813516302999999,7.438795108,7.69,22.0,8.179577076000001,28.0,1.0
Denmark,14.0,76.7,77.8,85.8,42.0,14.4,90.7,86.0,90.0,80.0,2.0,56.0,23.5,45.9,53.4,5.7,2.1,1.6,Western Europe,9.572228969,8.422926845,8.17412538,8.723093731,9.60623658,10.0,10.0,10.0,9.882701036,9.824051554,9.941350518,10.0,10.0,10.0,10.0,10.0,10.0,9.849195699,10.0,10.0,10.0,10.0,,,10.0,7.851111111,5.366666667,7.739259259,10.0,10.0,,,10.0,,,7.5,,,10.0,9.5,10.0,10.0,9.333333332999999,8.5,10.0,10.0,10.0,9.69047619,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.336045902999999,5.0,1.402941176,4.53071545,8.0,3.0,2.0,2.5,4.1084141569999995,8.616286568,6.100836522000001,7.960530965,10.0,10.0,6.18505645,9.727176307999999,8.286163807000001,7.345798611,1.0,8.246872137,8.790115297,9.737814698,9.909593168999999,10.0,9.609380791,9.100559738,8.98,7.0012,8.360586579,5.943084671,9.963313765,7.953199218,10.0,7.380166592999999,6.923076922999999,7.743794892,7.349012803,8.41569965,10.0,9.258,10.0,9.752666667,10.0,7.422552562999999,5.912462861,8.0,10.0,3.0,7.389169237000001,3.839131735,7.555555556,9.856278384,7.821546496,9.872664123,8.542787559,7.914660642,8.352165515,7.75,16.0,8.543022951000001,8.0,1.0
Ecuador,170.0,46.9,20.2,25.3,77.0,55.5,54.1,66.4,35.0,40.0,6.8,35.0,25.0,21.2,38.5,16.8,2.7,2.0,Latin America & the Caribbean,4.644962021,4.375666018,3.596842805,4.205823615,7.386085352,10.0,10.0,5.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,8.795361783999999,10.0,10.0,10.0,10.0,,,5.0,9.555555556,8.194444444,7.583333333,7.5,10.0,,,5.0,,,2.5,,,7.5,6.5,10.0,10.0,2.333333333,3.25,10.0,10.0,10.0,7.94047619,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.452677302000001,66.0,6.211764706,9.591280654,2.0,7.0,4.0,5.5,5.82576134,1.531141114,2.479120419,4.382351031000001,2.5,4.166666667,4.380510817,8.591535377000001,4.855072498,4.551830227,0.871794872,3.8931490810000002,9.360712358999999,8.826497782999999,9.205956168,5.0,8.098291578,6.533333333,7.62,4.763999999999999,6.3057777779999995,3.185452727,5.242622205,4.214037466000001,10.0,3.748085803,3.076923077,10.0,5.608336293,6.532037884,8.0,7.51,10.0,8.503333332999999,4.433333333,2.288708718,6.94698791,6.0,0.646567308,10.0,5.052599545,2.033027439,3.111111111,8.226604423,3.229511487,9.058767072,2.557007225,4.70267146,6.0862014460000005,6.09,124.0,6.771338651000001,83.0,3.0
Egypt,144.0,52.5,48.3,29.2,85.2,68.1,65.9,71.8,60.0,50.0,6.6,25.0,23.0,18.0,32.6,94.8,4.2,3.8,Middle East & North Africa,2.433110671,3.8233040710000004,4.274757342,3.510390695,8.994684823,0.0,7.334134429,2.5,7.191954932000001,7.867307544,4.978679381,0.9,7.5,0.0,0.0,0.0,2.8,5.5911214010000005,5.0,0.0,0.0,1.6666666669999999,,,2.5,6.166666667,3.6555555560000004,4.107407407,5.0,2.5,,,2.5,,,2.5,,,5.0,3.5,10.0,7.547403675,1.6666666669999999,1.25,7.5,10.0,7.5,6.494867192,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.852272151,157.0,8.067647059,7.070287241,2.0,9.0,5.0,7.0,6.034483575,5.911318115,4.035330321,4.90322096,1.6666666669999999,5.0,3.4080551889999997,8.701690132000001,3.890328827,3.19538785,0.538461538,3.479657954,7.693458483,9.497748735,7.92850207,10.0,8.779927322,8.28,6.64,0.0,4.973333333,5.033099891,2.022506349,3.52780312,9.182630907,4.286952555,4.615384615,5.199405142,4.700580771,5.596087033,2.0,0.0,10.0,4.0,10.0,4.755470838,6.647463204,8.0,0.646567308,0.0,5.008250225,4.183245489,2.222222222,9.714159496,5.164991672,8.551580992,5.605944025,5.907023982999999,4.971758069,5.77,138.0,4.811136075,155.0,4.0
El Salvador,84.0,61.8,29.1,23.4,78.1,86.3,57.2,81.4,75.0,60.0,1.8,30.0,30.0,19.7,21.4,6.4,2.4,2.1,Latin America & the Caribbean,5.390642292000001,4.77388755,3.3624328610000003,4.508987568,0.0,10.0,10.0,7.5,10.0,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,6.5,10.0,10.0,10.0,10.0,,,10.0,9.444444444,8.194444444,9.212962962999999,7.5,7.5,,,7.5,,,7.5,,,10.0,8.0,10.0,10.0,7.0,5.75,10.0,10.0,10.0,8.964285713999999,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.5,7.11997176,75.0,8.338235294,9.472089148,8.0,8.0,8.0,8.0,8.452581111,3.738130076,2.7276321230000002,4.6816598119999995,4.166666667,2.5,3.833383955,8.165020936,2.118055423,1.32670406,1.0,3.6952503389999998,9.413547443999999,9.071876878,9.853873266,10.0,9.584824397,9.12,8.8,6.64,8.186666667,4.817060402,8.186989555,6.502024978,10.0,5.385292402999999,4.615384615,7.854420533,5.951699184,7.660097707,8.0,6.971,10.0,8.323666667000001,5.566666667000001,4.234742847,7.011511293,6.0,2.599481826,3.0,4.735400439,2.809575087,4.222222222,9.068015754,3.078306712,9.10155618,7.220087036000001,5.916627165,6.325231424,7.14,69.0,7.12998588,65.0,2.0
Estonia,15.0,76.6,76.0,73.1,79.9,51.1,75.3,86.0,90.0,70.0,2.0,20.0,20.0,34.7,40.4,1.3,4.9,2.7,Eastern Europe,8.002189362000001,7.70405002,7.02289926,7.576379547,8.722745246,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.574248415,10.0,10.0,10.0,10.0,,,7.5,9.555555556,8.1,8.385185185,10.0,7.5,,,10.0,,,10.0,,,10.0,9.5,10.0,10.0,8.333333332999999,9.0,10.0,10.0,10.0,9.619047619,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,8.963080271,21.0,3.511764706,6.061366018999999,7.0,10.0,4.0,7.0,5.8932826810000005,7.85616258,5.7163042939999995,7.572090529,8.333333332999999,6.666666667,5.930983003,9.504907725,8.449612458999999,7.556614777,1.0,7.509630596,8.506209755,9.542467824,9.908646669,10.0,9.489331062,9.100559738,8.98,8.6332,8.904586579,6.5848936810000005,9.919527094,8.252210387,10.0,7.86341863,5.384615385,7.743794892,6.997276302,8.538518317000001,10.0,10.0,10.0,10.0,6.666666667,6.105921165,8.742427246,4.0,9.251725385,3.0,6.294456744,5.142669989,9.555555556,9.821569407,6.929838875,9.255622592,9.058416577000001,8.293945499,8.196134081,7.93,10.0,8.446540136,16.0,1.0
Ethiopia,137.0,53.6,40.9,35.1,77.2,90.4,48.6,60.8,35.0,20.0,12.1,35.0,30.0,12.4,17.9,92.7,10.9,9.9,Sub-Saharan Africa,2.110820381,3.730377404,3.283698259,3.041632015,6.975355042,5.0,9.833121453,5.0,9.839796595,9.91389067,7.917361743,2.6,10.0,5.0,5.0,5.0,5.8666666670000005,6.919794484,5.0,5.0,10.0,6.666666667,,,2.5,9.311111111,7.311111111000001,6.374074074,0.0,0.0,,,2.5,,,2.5,,,2.5,1.5,10.0,8.998728716,0.666666667,1.0,7.5,7.5,2.5,5.45219934,,10.0,10.0,10.0,0.0,0.0,0.0,10.0,6.666666667,5.1563172989999995,146.0,8.382352941,9.105664995,4.0,7.0,3.0,5.0,6.622004484,4.749940391,4.724080214,5.046143248,1.6666666669999999,7.5,5.546758592000001,7.012101102999999,4.79919672,5.157668371000001,0.794871795,4.607092409,8.793816837,5.1972650510000005,7.973177071,0.0,5.49106474,3.84,6.52,5.3368,5.232266667,4.333171912,1.759786321,3.0464791160000004,10.0,4.603549687,0.0,0.22125128300000002,1.60826699,4.9717531930000005,2.0,9.075,5.0,5.358333333,6.666666667,4.287224175,5.338233408,10.0,7.03979273,10.0,7.2219861629999995,4.337689515,1.333333333,7.753124357999999,4.5266935639999994,8.765345553,6.569946101,5.5476887370000005,6.042669411,5.55,147.0,5.35315865,148.0,4.0
Fiji,81.0,62.2,42.9,23.4,81.1,71.7,63.0,62.8,55.0,50.0,11.1,29.0,20.0,25.5,30.7,0.9,3.8,3.7,Oceania,,,,4.536762412,9.096867711,10.0,10.0,,10.0,10.0,10.0,10.0,7.5,5.0,5.0,5.0,7.5,8.86562257,10.0,5.0,10.0,8.333333332999999,,,,9.5,8.611111111,9.055555556,,,,,,,,,,,,,10.0,10.0,4.666666667,5.0,,,,7.416666667,,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.70129069,58.0,4.297058824,9.462710641000001,6.0,5.0,5.0,5.0,6.189942366,,4.8,,7.9,,5.10906166,7.709818901,,,0.9189189190000001,6.121082837,6.990157126000001,8.659083566,9.725835345,0.0,6.343769009,7.213333333,7.7,0.57,5.161111111,,6.42368605,6.42368605,10.0,,0.0,10.0,5.0,6.64619929,10.0,8.90554905,10.0,9.635183017000001,7.766666667000001,,,10.0,8.273212426,10.0,9.009969773,,6.8888888889999995,8.531308787999999,,8.619009294,7.231296362,7.817625832999999,8.820926208,6.82,84.0,7.260645345,58.0,2.0
Finland,20.0,74.9,81.2,92.5,66.8,7.2,89.4,86.0,85.0,80.0,2.0,31.3,20.0,44.1,55.6,5.5,3.0,0.8,Western Europe,9.537527153,8.000193647,8.475035086,8.670918628999999,9.401674509,10.0,10.0,10.0,10.0,9.963500526,9.992700105,10.0,10.0,10.0,10.0,10.0,10.0,9.798124871,10.0,10.0,10.0,10.0,,,10.0,9.222222222000001,7.6388888889999995,8.953703704,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,8.666666667000001,9.25,10.0,10.0,10.0,9.702380952,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.25,9.407869341,1.0,2.764705882,3.2454961680000003,8.0,3.0,2.0,2.5,4.127550513,9.571012013999999,7.922024996,9.117325408,10.0,10.0,6.654143475,8.080379451,9.645389716,8.943212886,1.0,8.881498661,8.740463109,9.717995338,9.958567126,10.0,9.604256393,9.8166,8.98,7.0012,8.599266667,7.343954981,9.123674546,8.233814764,10.0,7.561941663,3.076923077,7.743794892,6.127553211,8.24015866,10.0,8.234,10.0,9.411333333,3.9,4.23190524,1.95958477,8.0,10.0,3.0,5.181915002,5.848440323999999,7.777777778,9.519625999,8.629720599999999,9.857978801,8.957532638,8.431846023,7.675031453,7.71,20.0,8.55893467,6.0,1.0
France,71.0,63.8,66.1,67.9,48.4,3.9,81.2,81.0,75.0,70.0,2.0,45.0,33.0,45.3,56.6,64.8,1.8,1.1,Western Europe,7.166971254,7.112594852000001,6.455264852999999,6.91161032,9.368883548,10.0,10.0,10.0,9.194485292000001,9.522695012,9.743436061,10.0,10.0,10.0,10.0,10.0,10.0,9.704106536,10.0,10.0,10.0,10.0,,,7.5,7.6844444439999995,6.711111111,7.298518519,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,0.0,10.0,8.0,6.25,10.0,10.0,10.0,7.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.658781066,33.0,2.858823529,2.418467067,8.0,5.0,2.0,3.5,4.194322649,7.117322569,6.149563446,7.416049321,9.166666667000001,8.333333332999999,6.430501437999999,6.390856768,7.930402756,6.326594974,0.9487179490000001,7.065324981,9.245753597,9.825038153,9.992439252999999,10.0,9.765807751,9.8166,8.98,7.0012,8.599266667,5.410113015,9.963313765,7.68671339,10.0,6.990363596,5.384615385,7.743794892,6.706257957999999,8.248059503,10.0,8.292,10.0,9.430666667,2.233333333,2.685683281,6.803901892000001,4.0,8.503450769,10.0,5.704394879,2.925346897,8.666666667000001,9.880589012,6.242136401000001,7.929110077000001,8.441903621,7.347625446,7.4942289970000004,7.35,50.0,8.004390532999999,35.0,1.0
Gabon,118.0,56.3,30.6,35.5,75.8,86.6,52.1,51.2,60.0,40.0,16.9,35.0,30.0,17.3,21.1,1.9,0.8,3.4,Sub-Saharan Africa,,,,4.368388171,6.782865279,10.0,10.0,5.0,10.0,10.0,9.0,10.0,7.5,10.0,5.0,7.5,8.333333332999999,8.038732871,0.0,0.0,0.0,0.0,,,7.5,9.444444444,8.705555556,8.55,5.0,2.5,,,2.5,,,2.5,,,7.5,4.0,10.0,10.0,2.0,4.5,7.5,7.5,2.5,6.285714286,,0.0,0.0,0.0,10.0,10.0,10.0,0.0,3.333333333,5.3186850219999995,143.0,3.764705882,9.809264305,8.0,5.0,2.0,3.5,6.268492547,3.433124849,3.636299365,5.147555158,3.333333333,5.0,2.915889045,4.601910547,4.898989995,5.933838061,0.804878049,3.900636296,9.580032766,6.206199271,9.9404,0.0,6.4316580089999995,,6.46,6.106,6.2829999999999995,3.8308525939999996,3.566888156,3.698870375,10.0,6.597894572,1.5384615380000002,0.22125128300000002,2.785869131,5.6919348770000004,5.0,9.328,9.0,7.776,8.333333332999999,3.992848794,5.874462468,8.0,8.503450769,10.0,7.450682561,3.9489247539999996,1.7777777780000001,8.213551763,3.6869292710000003,5.5510466570000006,4.529848684,4.618013151,6.614898571,5.78,134.0,5.549342511,143.0,4.0
Georgia,16.0,75.9,54.6,58.5,87.1,73.6,85.8,88.6,80.0,70.0,0.7,20.0,15.0,25.8,29.6,3.7,4.8,3.7,Caucasus & Central Asia,6.1243359260000005,6.1167474,5.615644143,5.952242489,9.604153184,10.0,10.0,5.0,10.0,10.0,9.0,10.0,7.5,5.0,5.0,5.0,7.5,8.701384395,5.0,10.0,10.0,8.333333332999999,,,7.5,8.417777778,6.988888889,7.635555556,10.0,7.5,,,7.5,,,7.5,,,10.0,8.5,10.0,10.0,5.666666667,5.0,10.0,10.0,10.0,8.666666667000001,7.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,8.0,7.776962277000001,52.0,5.658823529,6.882547545,8.0,10.0,10.0,10.0,7.635342769,5.04900416,4.7441579560000005,6.29102223,5.3,,6.499992719,9.981100762999999,7.1851849560000005,7.494759352000001,1.0,6.568152767000001,8.306716038,8.455309155,9.199284359,10.0,8.990327387999999,9.866666667,9.7,8.362,9.309555556,6.652883506,9.398227339,8.025555423,10.0,6.297041446000001,6.153846154,9.513805153,7.321564251,8.664168807000001,10.0,9.465,10.0,9.821666667,6.666666667,5.9183957320000005,7.868167781,8.0,9.251725385,1.0,6.450825927,6.344195275,8.0,9.878739687000001,5.928096115,9.999638041,6.973481854,7.854025162,8.042172585,7.98,9.0,7.878481138,39.0,1.0
Germany,24.0,73.5,75.4,81.3,60.8,42.3,83.3,86.0,80.0,70.0,2.0,47.5,15.8,37.6,43.9,82.7,2.5,1.7,Western Europe,8.576225816000001,8.599662262,7.725812115,8.300566731,9.666127302000001,10.0,10.0,10.0,9.975516183,9.875132535,9.970129744,10.0,10.0,10.0,10.0,10.0,10.0,9.878752347999999,10.0,10.0,10.0,10.0,,,10.0,7.6444444439999995,6.666666667,8.103703703999999,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,10.0,10.0,8.0,7.5,10.0,10.0,10.0,9.357142857000001,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.290914426,8.0,3.979411765,3.0646610830000003,10.0,5.0,5.0,5.0,5.511018212000001,7.6263329529999995,6.804542594,8.021471272000001,10.0,8.333333332999999,5.8289968210000005,6.814874361,7.238562107000001,6.3401892779999995,1.0,7.445366969,8.84914879,9.796551541,9.953114011,10.0,9.649703585,9.100559738,8.98,7.0012,8.360586579,5.936988939,9.175153681,7.55607131,10.0,6.47632464,3.076923077,7.743794892,5.76568087,7.92058469,5.0,10.0,10.0,8.333333332999999,8.9,5.1666665080000005,4.777049047,8.0,6.258626923,10.0,7.183723746,5.458413606000001,9.555555556,9.536005334,6.674169477,9.351878597999999,7.55636683,8.0220649,7.846373992999999,7.67,24.0,8.480457213,13.0,1.0
